file_name,emotion,intensity,gender,statement,duration,augmentation
03-01-08-02-02-01-01,surprised,strong,male,Dogs are sitting by the door,3.5035,original
03-01-05-02-01-01-17,angry,strong,male,Kids are talking by the door,3.5035,original
03-01-05-02-01-01-03,angry,strong,male,Kids are talking by the door,4.404395833333333,original
03-01-08-02-02-01-15,surprised,strong,male,Dogs are sitting by the door,3.2032083333333334,original
03-01-02-02-01-01-13,calm,strong,male,Kids are talking by the door,3.1364791666666667,original
03-01-02-02-01-01-07,calm,strong,male,Kids are talking by the door,4.004,original
03-01-02-01-02-01-07,calm,normal,male,Dogs are sitting by the door,3.5035,original
03-01-02-01-02-01-13,calm,normal,male,Dogs are sitting by the door,3.136458333333333,original
03-01-08-01-01-01-15,surprised,normal,male,Kids are talking by the door,3.636979166666667,original
03-01-05-01-02-01-03,angry,normal,male,Dogs are sitting by the door,3.8038125,original
03-01-05-01-02-01-17,angry,normal,male,Dogs are sitting by the door,3.6036041666666665,original
03-01-08-01-01-01-01,surprised,normal,male,Kids are talking by the door,3.403395833333333,original
03-01-05-01-02-01-01,angry,normal,male,Dogs are sitting by the door,3.5035,original
03-01-08-01-01-01-17,surprised,normal,male,Kids are talking by the door,3.403395833333333,original
03-01-08-01-01-01-03,surprised,normal,male,Kids are talking by the door,3.2365625,original
03-01-05-01-02-01-15,angry,normal,male,Dogs are sitting by the door,3.703708333333333,original
03-01-02-01-02-01-05,calm,normal,male,Dogs are sitting by the door,4.137479166666667,original
03-01-02-01-02-01-11,calm,normal,male,Dogs are sitting by the door,3.3366666666666664,original
03-01-02-02-01-01-11,calm,strong,male,Kids are talking by the door,3.8371666666666666,original
03-01-02-02-01-01-05,calm,strong,male,Kids are talking by the door,4.7380625,original
03-01-05-02-01-01-15,angry,strong,male,Kids are talking by the door,3.536875,original
03-01-08-02-02-01-03,surprised,strong,male,Dogs are sitting by the door,3.5035,original
03-01-08-02-02-01-17,surprised,strong,male,Dogs are sitting by the door,3.4367708333333336,original
03-01-05-02-01-01-01,angry,strong,male,Kids are talking by the door,4.104104166666667,original
03-01-08-01-02-01-23,surprised,normal,male,Dogs are sitting by the door,3.3032916666666665,original
03-01-05-01-01-01-21,angry,normal,male,Kids are talking by the door,4.137479166666667,original
03-01-02-01-01-01-19,calm,normal,male,Kids are talking by the door,3.670333333333333,original
03-01-05-01-01-01-09,angry,normal,male,Kids are talking by the door,3.5702291666666666,original
03-01-05-02-02-01-09,angry,strong,male,Dogs are sitting by the door,4.371041666666667,original
03-01-02-02-02-01-19,calm,strong,male,Dogs are sitting by the door,4.604604166666666,original
03-01-05-02-02-01-21,angry,strong,male,Dogs are sitting by the door,4.1040833333333335,original
03-01-08-02-01-01-23,surprised,strong,male,Kids are talking by the door,3.5035,original
03-01-07-01-01-01-01,disgust,normal,male,Kids are talking by the door,3.8705208333333334,original
03-01-07-01-01-01-15,disgust,normal,male,Kids are talking by the door,3.7370625,original
03-01-07-02-02-01-15,disgust,strong,male,Dogs are sitting by the door,3.3033125,original
03-01-07-02-02-01-01,disgust,strong,male,Dogs are sitting by the door,4.037375,original
03-01-07-01-02-01-09,disgust,normal,male,Dogs are sitting by the door,3.470125,original
03-01-07-01-02-01-21,disgust,normal,male,Dogs are sitting by the door,3.636979166666667,original
03-01-07-02-01-01-21,disgust,strong,male,Kids are talking by the door,4.070729166666666,original
03-01-07-02-01-01-09,disgust,strong,male,Kids are talking by the door,3.636979166666667,original
03-01-07-02-01-01-08,disgust,strong,female,Kids are talking by the door,4.070729166666666,original
03-01-07-02-01-01-20,disgust,strong,female,Kids are talking by the door,4.104104166666667,original
03-01-07-01-02-01-20,disgust,normal,female,Dogs are sitting by the door,3.6369583333333337,original
03-01-07-01-02-01-08,disgust,normal,female,Dogs are sitting by the door,3.9372708333333337,original
03-01-07-02-02-01-14,disgust,strong,female,Dogs are sitting by the door,3.670333333333333,original
03-01-07-01-01-01-14,disgust,normal,female,Kids are talking by the door,3.7704166666666663,original
03-01-08-02-01-01-22,surprised,strong,female,Kids are talking by the door,3.5702291666666666,original
03-01-05-02-02-01-20,angry,strong,female,Dogs are sitting by the door,4.404416666666667,original
03-01-02-02-02-01-18,calm,strong,female,Dogs are sitting by the door,3.603583333333334,original
03-01-05-02-02-01-08,angry,strong,female,Dogs are sitting by the door,3.6036041666666665,original
03-01-02-02-02-01-24,calm,strong,female,Dogs are sitting by the door,4.037375,original
03-01-02-01-01-01-24,calm,normal,female,Kids are talking by the door,3.5702291666666666,original
03-01-05-01-01-01-08,angry,normal,female,Kids are talking by the door,3.703708333333333,original
03-01-02-01-01-01-18,calm,normal,female,Kids are talking by the door,3.470125,original
03-01-05-01-01-01-20,angry,normal,female,Kids are talking by the door,3.236583333333334,original
03-01-08-01-02-01-22,surprised,normal,female,Dogs are sitting by the door,3.4367708333333336,original
03-01-08-02-02-01-16,surprised,strong,female,Dogs are sitting by the door,3.57025,original
03-01-05-02-01-01-14,angry,strong,female,Kids are talking by the door,4.2709375,original
03-01-08-02-02-01-02,surprised,strong,female,Dogs are sitting by the door,3.7370833333333335,original
03-01-02-02-01-01-04,calm,strong,female,Kids are talking by the door,3.970625,original
03-01-02-02-01-01-10,calm,strong,female,Kids are talking by the door,3.7370625,original
03-01-02-01-02-01-10,calm,normal,female,Dogs are sitting by the door,3.6369583333333337,original
03-01-02-01-02-01-04,calm,normal,female,Dogs are sitting by the door,3.636979166666667,original
03-01-08-01-01-01-02,surprised,normal,female,Kids are talking by the door,3.536854166666666,original
03-01-05-01-02-01-14,angry,normal,female,Dogs are sitting by the door,3.7370625,original
03-01-08-01-01-01-16,surprised,normal,female,Kids are talking by the door,3.536875,original
03-01-02-01-02-01-14,calm,normal,female,Dogs are sitting by the door,3.4034166666666668,original
03-01-08-01-01-01-12,surprised,normal,female,Kids are talking by the door,3.536875,original
03-01-05-01-02-01-04,angry,normal,female,Dogs are sitting by the door,3.470125,original
03-01-05-01-02-01-10,angry,normal,female,Dogs are sitting by the door,4.104104166666667,original
03-01-08-01-01-01-06,surprised,normal,female,Kids are talking by the door,3.2365625,original
03-01-08-02-02-01-06,surprised,strong,female,Dogs are sitting by the door,3.3033125,original
03-01-05-02-01-01-10,angry,strong,female,Kids are talking by the door,4.170833333333333,original
03-01-05-02-01-01-04,angry,strong,female,Kids are talking by the door,3.7704375,original
03-01-08-02-02-01-12,surprised,strong,female,Dogs are sitting by the door,3.7370625,original
03-01-02-02-01-01-14,calm,strong,female,Kids are talking by the door,3.8705208333333334,original
03-01-02-01-01-01-20,calm,normal,female,Kids are talking by the door,3.6369583333333337,original
03-01-05-01-01-01-18,angry,normal,female,Kids are talking by the door,3.903895833333334,original
03-01-02-01-01-01-08,calm,normal,female,Kids are talking by the door,3.6036041666666665,original
03-01-05-01-01-01-24,angry,normal,female,Kids are talking by the door,4.104104166666667,original
03-01-05-02-02-01-24,angry,strong,female,Dogs are sitting by the door,4.170833333333333,original
03-01-02-02-02-01-08,calm,strong,female,Dogs are sitting by the door,3.670333333333333,original
03-01-05-02-02-01-18,angry,strong,female,Dogs are sitting by the door,3.8371666666666666,original
03-01-02-02-02-01-20,calm,strong,female,Dogs are sitting by the door,3.6369583333333337,original
03-01-07-01-01-01-04,disgust,normal,female,Kids are talking by the door,3.9039166666666665,original
03-01-07-01-01-01-10,disgust,normal,female,Kids are talking by the door,3.703708333333333,original
03-01-07-02-02-01-10,disgust,strong,female,Dogs are sitting by the door,4.2041875,original
03-01-07-02-02-01-04,disgust,strong,female,Dogs are sitting by the door,3.8705416666666665,original
03-01-07-01-02-01-24,disgust,normal,female,Dogs are sitting by the door,4.004,original
03-01-07-01-02-01-18,disgust,normal,female,Dogs are sitting by the door,3.670333333333333,original
03-01-07-02-01-01-18,disgust,strong,female,Kids are talking by the door,4.771416666666667,original
03-01-07-02-01-01-24,disgust,strong,female,Kids are talking by the door,4.337666666666666,original
03-01-07-02-01-01-19,disgust,strong,male,Kids are talking by the door,4.8048125,original
03-01-07-01-02-01-19,disgust,normal,male,Dogs are sitting by the door,4.170833333333333,original
03-01-07-02-02-01-05,disgust,strong,male,Dogs are sitting by the door,4.2709375,original
03-01-07-02-02-01-11,disgust,strong,male,Dogs are sitting by the door,3.7370625,original
03-01-07-01-01-01-11,disgust,normal,male,Kids are talking by the door,3.670333333333333,original
03-01-07-01-01-01-05,disgust,normal,male,Kids are talking by the door,4.337666666666666,original
03-01-02-02-02-01-21,calm,strong,male,Dogs are sitting by the door,4.137479166666667,original
03-01-05-02-02-01-19,angry,strong,male,Dogs are sitting by the door,4.337666666666666,original
03-01-02-02-02-01-09,calm,strong,male,Dogs are sitting by the door,3.8037916666666662,original
03-01-02-01-01-01-09,calm,normal,male,Kids are talking by the door,3.3366666666666664,original
03-01-05-01-01-01-19,angry,normal,male,Kids are talking by the door,3.7704375,original
03-01-02-01-01-01-21,calm,normal,male,Kids are talking by the door,4.037375,original
03-01-02-02-01-01-01,calm,strong,male,Kids are talking by the door,3.703708333333333,original
03-01-02-02-01-01-15,calm,strong,male,Kids are talking by the door,3.670333333333333,original
03-01-05-02-01-01-05,angry,strong,male,Kids are talking by the door,3.403395833333333,original
03-01-08-02-02-01-13,surprised,strong,male,Dogs are sitting by the door,3.3366666666666664,original
03-01-08-02-02-01-07,surprised,strong,male,Dogs are sitting by the door,3.4367708333333336,original
03-01-05-02-01-01-11,angry,strong,male,Kids are talking by the door,3.536875,original
03-01-05-01-02-01-11,angry,normal,male,Dogs are sitting by the door,3.470125,original
03-01-08-01-01-01-07,surprised,normal,male,Kids are talking by the door,3.470125,original
03-01-08-01-01-01-13,surprised,normal,male,Kids are talking by the door,3.403395833333333,original
03-01-05-01-02-01-05,angry,normal,male,Dogs are sitting by the door,4.070729166666666,original
03-01-02-01-02-01-15,calm,normal,male,Dogs are sitting by the door,3.7370625,original
03-01-02-01-02-01-01,calm,normal,male,Dogs are sitting by the door,3.5035,original
03-01-02-01-02-01-17,calm,normal,male,Dogs are sitting by the door,3.7370833333333335,original
03-01-02-01-02-01-03,calm,normal,male,Dogs are sitting by the door,3.8371666666666666,original
03-01-08-01-01-01-05,surprised,normal,male,Kids are talking by the door,3.7370625,original
03-01-05-01-02-01-13,angry,normal,male,Dogs are sitting by the door,3.6036041666666665,original
03-01-05-01-02-01-07,angry,normal,male,Dogs are sitting by the door,4.004,original
03-01-08-01-01-01-11,surprised,normal,male,Kids are talking by the door,3.069729166666667,original
03-01-08-02-02-01-11,surprised,strong,male,Dogs are sitting by the door,3.069729166666667,original
03-01-05-02-01-01-07,angry,strong,male,Kids are talking by the door,3.6036041666666665,original
03-01-05-02-01-01-13,angry,strong,male,Kids are talking by the door,3.670333333333333,original
03-01-08-02-02-01-05,surprised,strong,male,Dogs are sitting by the door,3.670333333333333,original
03-01-02-02-01-01-03,calm,strong,male,Kids are talking by the door,4.037375,original
03-01-02-02-01-01-17,calm,strong,male,Kids are talking by the door,3.8705416666666665,original
03-01-02-01-01-01-23,calm,normal,male,Kids are talking by the door,3.970625,original
03-01-08-01-02-01-19,surprised,normal,male,Dogs are sitting by the door,4.1040833333333335,original
03-01-08-02-01-01-19,surprised,strong,male,Kids are talking by the door,4.104104166666667,original
03-01-02-02-02-01-23,calm,strong,male,Dogs are sitting by the door,4.104104166666667,original
03-01-07-01-01-01-13,disgust,normal,male,Kids are talking by the door,3.136458333333333,original
03-01-07-01-01-01-07,disgust,normal,male,Kids are talking by the door,3.536854166666666,original
03-01-07-02-02-01-07,disgust,strong,male,Dogs are sitting by the door,4.137458333333333,original
03-01-07-02-02-01-13,disgust,strong,male,Dogs are sitting by the door,3.403395833333333,original
03-01-07-02-02-01-12,disgust,strong,female,Dogs are sitting by the door,4.204208333333334,original
03-01-07-02-02-01-06,disgust,strong,female,Dogs are sitting by the door,4.037354166666667,original
03-01-07-01-01-01-06,disgust,normal,female,Kids are talking by the door,3.5035,original
03-01-07-01-01-01-12,disgust,normal,female,Kids are talking by the door,3.7370625,original
03-01-02-02-02-01-22,calm,strong,female,Dogs are sitting by the door,3.6369583333333337,original
03-01-08-02-01-01-18,surprised,strong,female,Kids are talking by the door,3.636979166666667,original
03-01-08-02-01-01-24,surprised,strong,female,Kids are talking by the door,3.9372708333333337,original
03-01-08-01-02-01-24,surprised,normal,female,Dogs are sitting by the door,3.370041666666667,original
03-01-08-01-02-01-18,surprised,normal,female,Dogs are sitting by the door,3.5035,original
03-01-02-01-01-01-22,calm,normal,female,Kids are talking by the door,3.536854166666666,original
03-01-02-02-01-01-16,calm,strong,female,Kids are talking by the door,3.8705208333333334,original
03-01-02-02-01-01-02,calm,strong,female,Kids are talking by the door,4.137479166666667,original
03-01-05-02-01-01-12,angry,strong,female,Kids are talking by the door,3.6369583333333337,original
03-01-08-02-02-01-04,surprised,strong,female,Dogs are sitting by the door,3.470125,original
03-01-08-02-02-01-10,surprised,strong,female,Dogs are sitting by the door,3.6369583333333337,original
03-01-05-02-01-01-06,angry,strong,female,Kids are talking by the door,4.104104166666667,original
03-01-05-01-02-01-06,angry,normal,female,Dogs are sitting by the door,4.2041875,original
03-01-08-01-01-01-10,surprised,normal,female,Kids are talking by the door,3.2365625,original
03-01-08-01-01-01-04,surprised,normal,female,Kids are talking by the door,3.236583333333334,original
03-01-05-01-02-01-12,angry,normal,female,Dogs are sitting by the door,3.7370833333333335,original
03-01-02-01-02-01-02,calm,normal,female,Dogs are sitting by the door,3.8371666666666666,original
03-01-02-01-02-01-16,calm,normal,female,Dogs are sitting by the door,3.8037916666666662,original
03-01-06-01-01-01-04,fearful,normal,female,Kids are talking by the door,3.3032916666666665,original
03-01-06-01-01-01-10,fearful,normal,female,Kids are talking by the door,3.4034166666666668,original
03-01-06-02-02-01-10,fearful,strong,female,Dogs are sitting by the door,3.8037916666666662,original
03-01-06-02-02-01-04,fearful,strong,female,Dogs are sitting by the door,3.6036041666666665,original
03-01-06-01-02-01-18,fearful,normal,female,Dogs are sitting by the door,3.470125,original
03-01-06-01-02-01-24,fearful,normal,female,Dogs are sitting by the door,3.93725,original
03-01-06-02-01-01-24,fearful,strong,female,Kids are talking by the door,3.8371666666666666,original
03-01-06-02-01-01-18,fearful,strong,female,Kids are talking by the door,3.7370833333333335,original
03-01-04-01-02-01-04,sad,normal,female,Dogs are sitting by the door,3.4367708333333336,original
03-01-04-01-02-01-10,sad,normal,female,Dogs are sitting by the door,3.536875,original
03-01-03-01-02-01-14,happy,normal,female,Dogs are sitting by the door,3.403395833333333,original
03-01-03-02-01-01-14,happy,strong,female,Kids are talking by the door,3.7704166666666663,original
03-01-04-02-01-01-10,sad,strong,female,Kids are talking by the door,3.5035,original
03-01-04-02-01-01-04,sad,strong,female,Kids are talking by the door,3.670333333333333,original
03-01-03-01-01-01-08,happy,normal,female,Kids are talking by the door,3.5035,original
03-01-04-01-01-01-24,sad,normal,female,Kids are talking by the door,4.104104166666667,original
03-01-04-01-01-01-18,sad,normal,female,Kids are talking by the door,3.5702291666666666,original
03-01-03-01-01-01-20,happy,normal,female,Kids are talking by the door,3.536875,original
03-01-03-02-02-01-20,happy,strong,female,Dogs are sitting by the door,3.57025,original
03-01-04-02-02-01-18,sad,strong,female,Dogs are sitting by the door,4.137479166666667,original
03-01-04-02-02-01-24,sad,strong,female,Dogs are sitting by the door,4.204208333333334,original
03-01-03-02-02-01-08,happy,strong,female,Dogs are sitting by the door,3.8371666666666666,original
03-01-03-02-02-01-09,happy,strong,male,Dogs are sitting by the door,3.57025,original
03-01-04-02-02-01-19,sad,strong,male,Dogs are sitting by the door,3.4034166666666668,original
03-01-03-02-02-01-21,happy,strong,male,Dogs are sitting by the door,3.670333333333333,original
03-01-03-01-01-01-21,happy,normal,male,Kids are talking by the door,3.8371666666666666,original
03-01-04-01-01-01-19,sad,normal,male,Kids are talking by the door,3.4367708333333336,original
03-01-03-01-01-01-09,happy,normal,male,Kids are talking by the door,3.3366666666666664,original
03-01-04-02-01-01-05,sad,strong,male,Kids are talking by the door,3.536854166666666,original
03-01-04-02-01-01-11,sad,strong,male,Kids are talking by the door,3.3366666666666664,original
03-01-03-02-01-01-01,happy,strong,male,Kids are talking by the door,3.670333333333333,original
03-01-03-02-01-01-15,happy,strong,male,Kids are talking by the door,3.5702291666666666,original
03-01-03-01-02-01-15,happy,normal,male,Dogs are sitting by the door,3.3366666666666664,original
03-01-03-01-02-01-01,happy,normal,male,Dogs are sitting by the door,3.536854166666666,original
03-01-04-01-02-01-11,sad,normal,male,Dogs are sitting by the door,3.536854166666666,original
03-01-04-01-02-01-05,sad,normal,male,Dogs are sitting by the door,3.1031041666666668,original
03-01-06-02-01-01-19,fearful,strong,male,Kids are talking by the door,3.8371666666666666,original
03-01-06-01-02-01-19,fearful,normal,male,Dogs are sitting by the door,3.7704375,original
03-01-06-02-02-01-05,fearful,strong,male,Dogs are sitting by the door,3.2365625,original
03-01-06-02-02-01-11,fearful,strong,male,Dogs are sitting by the door,3.06975,original
03-01-06-01-01-01-11,fearful,normal,male,Kids are talking by the door,3.470125,original
03-01-06-01-01-01-05,fearful,normal,male,Kids are talking by the door,3.1364791666666667,original
03-01-06-01-01-01-13,fearful,normal,male,Kids are talking by the door,3.1364791666666667,original
03-01-06-01-01-01-07,fearful,normal,male,Kids are talking by the door,3.4367708333333336,original
03-01-06-02-02-01-07,fearful,strong,male,Dogs are sitting by the door,3.403395833333333,original
03-01-06-02-02-01-13,fearful,strong,male,Dogs are sitting by the door,3.5035,original
03-01-04-01-02-01-13,sad,normal,male,Dogs are sitting by the door,3.4367708333333336,original
03-01-04-01-02-01-07,sad,normal,male,Dogs are sitting by the door,3.536875,original
03-01-03-01-02-01-17,happy,normal,male,Dogs are sitting by the door,3.4701458333333335,original
03-01-03-01-02-01-03,happy,normal,male,Dogs are sitting by the door,3.5035,original
03-01-03-02-01-01-03,happy,strong,male,Kids are talking by the door,4.3043125,original
03-01-03-02-01-01-17,happy,strong,male,Kids are talking by the door,3.7370625,original
03-01-04-02-01-01-07,sad,strong,male,Kids are talking by the door,3.93725,original
03-01-04-02-01-01-13,sad,strong,male,Kids are talking by the door,3.3366666666666664,original
03-01-03-01-01-01-23,happy,normal,male,Kids are talking by the door,3.3366666666666664,original
03-01-03-02-02-01-23,happy,strong,male,Dogs are sitting by the door,3.2365625,original
03-01-03-02-02-01-22,happy,strong,female,Dogs are sitting by the door,3.670333333333333,original
03-01-03-01-01-01-22,happy,normal,female,Kids are talking by the door,3.536875,original
03-01-04-02-01-01-12,sad,strong,female,Kids are talking by the door,3.8705208333333334,original
03-01-04-02-01-01-06,sad,strong,female,Kids are talking by the door,4.2041875,original
03-01-03-02-01-01-16,happy,strong,female,Kids are talking by the door,3.7704375,original
03-01-03-02-01-01-02,happy,strong,female,Kids are talking by the door,3.703708333333333,original
03-01-03-01-02-01-02,happy,normal,female,Dogs are sitting by the door,3.7704375,original
03-01-03-01-02-01-16,happy,normal,female,Dogs are sitting by the door,3.7370625,original
03-01-04-01-02-01-06,sad,normal,female,Dogs are sitting by the door,3.4701458333333335,original
03-01-04-01-02-01-12,sad,normal,female,Dogs are sitting by the door,3.670333333333333,original
03-01-06-02-02-01-12,fearful,strong,female,Dogs are sitting by the door,3.4701458333333335,original
03-01-06-02-02-01-06,fearful,strong,female,Dogs are sitting by the door,3.7370625,original
03-01-06-01-01-01-06,fearful,normal,female,Kids are talking by the door,3.6369583333333337,original
03-01-06-01-01-01-12,fearful,normal,female,Kids are talking by the door,3.4034166666666668,original
03-01-06-01-01-01-16,fearful,normal,female,Kids are talking by the door,3.7036875,original
03-01-06-01-01-01-02,fearful,normal,female,Kids are talking by the door,3.636979166666667,original
03-01-06-02-02-01-02,fearful,strong,female,Dogs are sitting by the door,3.6036041666666665,original
03-01-06-02-02-01-16,fearful,strong,female,Dogs are sitting by the door,3.536854166666666,original
03-01-06-01-02-01-22,fearful,normal,female,Dogs are sitting by the door,3.670333333333333,original
03-01-06-02-01-01-22,fearful,strong,female,Kids are talking by the door,3.5702291666666666,original
03-01-03-01-02-01-12,happy,normal,female,Dogs are sitting by the door,3.5035,original
03-01-03-01-02-01-06,happy,normal,female,Dogs are sitting by the door,3.470125,original
03-01-04-01-02-01-16,sad,normal,female,Dogs are sitting by the door,3.4034166666666668,original
03-01-04-01-02-01-02,sad,normal,female,Dogs are sitting by the door,3.7370625,original
03-01-04-02-01-01-02,sad,strong,female,Kids are talking by the door,3.7370833333333335,original
03-01-04-02-01-01-16,sad,strong,female,Kids are talking by the door,3.7370625,original
03-01-03-02-01-01-06,happy,strong,female,Kids are talking by the door,3.5035,original
03-01-03-02-01-01-12,happy,strong,female,Kids are talking by the door,4.204208333333334,original
03-01-04-01-01-01-22,sad,normal,female,Kids are talking by the door,3.6036041666666665,original
03-01-04-02-02-01-22,sad,strong,female,Dogs are sitting by the door,3.7370833333333335,original
03-01-04-02-02-01-23,sad,strong,male,Dogs are sitting by the door,3.9372708333333337,original
03-01-04-01-01-01-23,sad,normal,male,Kids are talking by the door,3.6036041666666665,original
03-01-03-02-01-01-13,happy,strong,male,Kids are talking by the door,3.4367708333333336,original
03-01-03-02-01-01-07,happy,strong,male,Kids are talking by the door,4.104104166666667,original
03-01-04-02-01-01-17,sad,strong,male,Kids are talking by the door,3.670333333333333,original
03-01-04-02-01-01-03,sad,strong,male,Kids are talking by the door,3.7704375,original
03-01-04-01-02-01-03,sad,normal,male,Dogs are sitting by the door,3.5702291666666666,original
03-01-04-01-02-01-17,sad,normal,male,Dogs are sitting by the door,3.5702291666666666,original
03-01-03-01-02-01-07,happy,normal,male,Dogs are sitting by the door,3.403395833333333,original
03-01-03-01-02-01-13,happy,normal,male,Dogs are sitting by the door,3.1364791666666667,original
03-01-06-02-01-01-23,fearful,strong,male,Kids are talking by the door,3.5702291666666666,original
03-01-06-01-02-01-23,fearful,normal,male,Dogs are sitting by the door,3.136458333333333,original
03-01-06-02-02-01-17,fearful,strong,male,Dogs are sitting by the door,3.670333333333333,original
03-01-06-02-02-01-03,fearful,strong,male,Dogs are sitting by the door,3.3033125,original
03-01-06-01-01-01-03,fearful,normal,male,Kids are talking by the door,3.7370833333333335,original
03-01-06-01-01-01-17,fearful,normal,male,Kids are talking by the door,3.470125,original
03-01-06-01-01-01-01,fearful,normal,male,Kids are talking by the door,3.670333333333333,original
03-01-06-01-01-01-15,fearful,normal,male,Kids are talking by the door,3.3032916666666665,original
03-01-06-02-02-01-15,fearful,strong,male,Dogs are sitting by the door,3.3700208333333332,original
03-01-06-02-02-01-01,fearful,strong,male,Dogs are sitting by the door,3.970625,original
03-01-06-01-02-01-21,fearful,normal,male,Dogs are sitting by the door,3.970625,original
03-01-06-01-02-01-09,fearful,normal,male,Dogs are sitting by the door,3.1364791666666667,original
03-01-06-02-01-01-09,fearful,strong,male,Kids are talking by the door,3.2365625,original
03-01-06-02-01-01-21,fearful,strong,male,Kids are talking by the door,3.970625,original
03-01-03-01-02-01-05,happy,normal,male,Dogs are sitting by the door,3.3700208333333332,original
03-01-03-01-02-01-11,happy,normal,male,Dogs are sitting by the door,3.1698333333333335,original
03-01-04-01-02-01-01,sad,normal,male,Dogs are sitting by the door,3.5035,original
03-01-04-01-02-01-15,sad,normal,male,Dogs are sitting by the door,3.3033125,original
03-01-04-02-01-01-15,sad,strong,male,Kids are talking by the door,3.2699166666666666,original
03-01-04-02-01-01-01,sad,strong,male,Kids are talking by the door,3.8037916666666662,original
03-01-03-02-01-01-11,happy,strong,male,Kids are talking by the door,4.037375,original
03-01-03-02-01-01-05,happy,strong,male,Kids are talking by the door,4.137479166666667,original
03-01-04-01-01-01-09,sad,normal,male,Kids are talking by the door,3.2699375,original
03-01-03-01-01-01-19,happy,normal,male,Kids are talking by the door,3.6369583333333337,original
03-01-04-01-01-01-21,sad,normal,male,Kids are talking by the door,4.304291666666667,original
03-01-04-02-02-01-21,sad,strong,male,Dogs are sitting by the door,4.2709375,original
03-01-03-02-02-01-19,happy,strong,male,Dogs are sitting by the door,4.404395833333333,original
03-01-04-02-02-01-09,sad,strong,male,Dogs are sitting by the door,3.636979166666667,original
03-01-04-02-02-01-08,sad,strong,female,Dogs are sitting by the door,3.670333333333333,original
03-01-03-02-02-01-24,happy,strong,female,Dogs are sitting by the door,3.8705416666666665,original
03-01-03-02-02-01-18,happy,strong,female,Dogs are sitting by the door,3.7704375,original
03-01-04-02-02-01-20,sad,strong,female,Dogs are sitting by the door,3.8038125,original
03-01-04-01-01-01-20,sad,normal,female,Kids are talking by the door,3.603583333333334,original
03-01-03-01-01-01-18,happy,normal,female,Kids are talking by the door,3.403395833333333,original
03-01-03-01-01-01-24,happy,normal,female,Kids are talking by the door,3.6036041666666665,original
03-01-04-01-01-01-08,sad,normal,female,Kids are talking by the door,4.204208333333334,original
03-01-03-02-01-01-04,happy,strong,female,Kids are talking by the door,3.8705416666666665,original
